 ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,claim,verdict_complete
5341306.0,https://www.abc.net.au/news/5341306,Will the budget be $13.8 billion better off if the mining tax is scrapped?,Finance Minister Mathias Cormann claims scrapping the mining tax would improve the budget position by $13.8 billion. ,Mathias Cormann,Exaggerated,Liberal,Economy,Mining tax,Tue Apr 01 13:08:26 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-04-01 13:08:26,Mathias Cormann says scrapping the mining tax would improve the budget position by $13.8 billion. ,"The $13.8 billion figure is not from scrapping the mining tax alone. It includes abolishing eight  spending measures, the largest of which was never associated with the mining tax. Senator Cormann's claim is exaggerated. "
5344022.0,https://www.abc.net.au/news/5344022,Children in detention: Is Australia breaching international law?,"The president of the Human Rights Commission, Gillian Triggs, claims that under international law, children should not be detained for longer than absolutely necessary for health and security checks. ",Gillian Triggs,Correct,Industry,Immigration,"Human Rights, international law, asylum seekers",Mon Mar 31 17:22:11 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-03-31 17:22:11,"Gillian Triggs says under international law, children should not be detained for longer than absolutely necessary for health and security checks. ","Experts agree with Professor Triggs, and UN treaties also make it clear that children should not be placed in detention for any length of time."
5345072.0,https://www.abc.net.au/news/5345072,Tony Abbott's Tasmanian wilderness claim doesn't check out,"Prime Minister Tony Abbott claims the 74,000 hectares the Government is proposing to remove from the Tasmanian Wilderness World Heritage Area is not pristine forest.",Tony Abbott,Doesn't check out,Liberal,Environment,"Tasmania, forest",Wed Mar 26 14:28:02 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-03-26 14:28:02,"Tony Abbott says the 74,000 hectares the Government is proposing to remove from the Tasmanian Wilderness World Heritage Area is not pristine.","Expert analysis suggests more than 85 per cent of the area has not been logged, and that there is only a small amount of degradation or plantation timber. Further, UNESCO does not require an area to be ""pristine"" in order to be listed as a World Heritage Area."
5356650.0,https://www.abc.net.au/news/5356650,Bill Shorten on WA education cuts: Doesn't check out,Opposition Leader Bill Shorten says Tony Abbott and Christopher Pyne are to blame for WA's Barnett Government cutting $183 million claims education and axing 360 teachers and 350 teachers' aides and support staff. ,Bill Shorten,Doesn't check out,Labor,Education,"Budget, WA",Fri Apr 04 12:40:23 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-04-04 12:40:23,Bill Shorten says Tony Abbott and Christopher Pyne are to blame for WA's Barnett Government cutting $183 million from education and culling 360 teachers and 350 teachers' aides and support staff. ,"The WA education budget increased by $300 million this year. WA hasn't signed any agreement that would allow the Federal Government to stop it cutting its own education budgets, so Mr Abbott and Mr Pyne have no control over the Barnett Government's education funding decisions. "
5359694.0,https://www.abc.net.au/news/5359694,"Global competitiveness, government regulation and productivity growth: Where does Australia rank?","Prime Minister Tony Abbott claims Australia is ranked 21st in global competitiveness, 128th when it comes to burden of government regulation and second last in productivity growth. ",Tony Abbott,Questionable,Liberal,Economy,,Wed Apr 09 13:48:27 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-04-09 13:48:27,"The claims: Tony Abbott says Australia is ranked 21st in global competitiveness, 128th when it comes to burden of government regulation and second last in productivity growth. ","The verdict: Mr Abbott quoted his sources accurately. The information they provide, however, is of questionable value."
5361954.0,https://www.abc.net.au/news/5361954,Fact check: how does Japan compare with other whaling nations?,"Japan claims almost 10 countries, including the US, Canada, Norway, Iceland, Denmark and Russia engage in whaling. ",Nori Shitaka,Spin,Foreign leader,Environment,"International politics, whaling",Tue Apr 08 17:20:04 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-04-08 17:20:04,"Nori Shikata says almost 10 countries, including the US, Canada, Norway, Iceland, Denmark and Russia engage in whaling. ",There are at least 10 countries that undertake some kind of whaling activity. But Japan is the only one with a program that goes beyond its own territorial and economic boundaries. Japan's program is also the largest and covers more ocean than any other program.
5371446.0,https://www.abc.net.au/news/5371446,Single-decker v double-decker trains: Barry O'Farrell's claim doubtful,NSW Premier Barry O'Farrell claims single-decker trains can carry more passengers per hour overall than double-decker trains because people can move on and off more quickly.,Barry O'Farrell,Doubtful,Liberal,Infrastructure,Trains,Fri Apr 11 18:39:19 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-04-11 18:39:19,Barry O'Farrell says single-decker trains can carry more people than double-decker ones because people can move on and off more quickly.,"Passengers can move on and off single-decker trains more quickly than double-decker ones, but experts say double-deckers carry so many more passengers that, per hour, they outdo single-deckers.  "
5375302.0,https://www.abc.net.au/news/5375302,Attorney-General George Brandis ill-informed on people's 'right to be bigots',Attorney-General George Brandis claims people have a right to be bigots and to say things that other people find offensive.,George Brandis,Ill-informed,Liberal,Social issues,Racism,Wed Apr 30 06:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-04-30 06:00:00,Attorney-General George Brandis says people have a right to be bigots and to say things that other people find offensive. ,"Senator Brandis's view is ill-informed. There are many laws in Australia which stop people saying things that other people find offensive, insulting or bigoted."
5378960.0,https://www.abc.net.au/news/5378960,Is it a crime to offend someone under the Racial Discrimination Act?,"Alan Tudge, Parliamentary Secretary to the Prime Minister, claims that under the Racial Discrimination Act, offensive language can be considered a crime. ",Alan Tudge,Incorrect,Liberal,Social issues,"Racism, 18C",Wed Apr 30 12:32:58 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-04-30 12:32:58,Alan Tudge says under the Racial Discrimination Act it can be considered a crime to offend someone. ,Mr Tudge is incorrect. The conduct described in section 18C of the Act is not criminal.
5390958.0,https://www.abc.net.au/news/5390958,Does Australia make it hard for Chinese tourists to apply for a visa?,"James Packer claims Australia does not accept online visa applications from China, and that Chinese people have to apply in English. ",James Packer,Correct,Industry,Immigration,"Tourism, visa",Thu Apr 17 13:33:09 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-04-17 13:33:09,"James Packer says Australia does not accept online visa applications from China, and that Chinese people have to apply in English. ",Mr Packer is correct. Australia does require Chinese people to complete visa applications in English and on paper. 
5420474.0,https://www.abc.net.au/news/5420474,"
Does Australia have a revenue problem, as ACOSS chief executive Cassandra Goldie claims?",ACOSS chief executive Cassandra Goldie claims Australia is one of the lowest taxing countries in the OECD.,Cassandra Goldie,Arguable,Industry,Economy,Tax,Thu May 08 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-05-08 07:00:00,Cassandra Goldie says Australia is one of the lowest taxing countries in the OECD and revenue is a problem.,"Australia pays lower levels of tax than most other OECD nations. However government spending has been increasing, and balancing the budget could be achieved by targeting either revenue or spending or both. Whether Australia has a revenue problem is arguable."
5420808.0,https://www.abc.net.au/news/5420808,Will one in three Australian babies live to 100 as Treasurer Joe Hockey says?,"Treasurer Joe Hockey is arguing for an increase in Australia's pension age to 70, saying one in three babies born today is likely to live to 100.",Joe Hockey,Informed Guess,Liberal,Health,Life expectancy,Thu May 22 11:05:01 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-05-22 11:05:01,Joe Hockey says one in every three Australian children born today will probably live to 100.,UK research predicts one in three babies will live to 100 but Australian projections range from one in four to one in 37. Mr Hockey is making an informed guess. 
5421798.0,https://www.abc.net.au/news/5421798,Is the evidence on GP co-payments as bad as Labor says?,Acording to opposition health spokeswomen Catherine King the introduction of co-payments results in people avoiding seeing a doctor when they are sick and then ending up in emergency departments.,Catherine king,Overreach,Labor,Health,Medicare,Wed May 07 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-05-07 07:00:00,"Catherine King says evidence shows that GP co-payments mean people avoid doctor visits, end up sicker and end up in emergency departments. ","While Ms King is correct that the average person will visit the GP fewer times, there is only evidence to suggest the low income and chronically ill will get sicker. No studies could be found about the direct impact of GP co-payments on emergency departments. "
5423392.0,https://www.abc.net.au/news/5423392,Has the Government doubled the budget deficit?,"Treasurer Joe Hockey is the ""Masterchef of cooking the books"" according to his Opposition counterpart Chris Bowen, who has repeatedly accused the Coalition of using ""voodoo economics"" to create a sense of crisis to justify dramatic spending cuts in the budget.",Chris Bowen,Checks Out,Labor,Budget(s),Deficit,Tue May 06 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-05-06 07:00:00,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions.,"Since the election, the official forecast deficit has doubled. The economic assumptions are different from those used before the election, and spending decisions have been made that were not in the previous forecasts. Mr Bowen's claim checks out. "
5424468.0,https://www.abc.net.au/news/5424468,"Are only 2pc of incomes over $100,000 earned by women under 50?","Prime Minister Tony Abbott claims only 2 per cent of incomes over $100,000 are earned by women under 50. The actual figure is considerably higher.",Tony Abbott,Gaffee,Liberal,Social issues,Paid parental leave,Fri May 09 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-05-09 07:00:00,"Tony Abbott says only 2 per cent of incomes over $100,000 are earned by women under 50.","15 per cent of incomes over $100,000 are earned by women under 50. If Mr Abbott had said that women of child-bearing age who earn over $100,000 are almost 2 per cent of all taxpayers, then he would have been correct."
